                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     73,                0.75294,                0.53094,                 1.0174,                0.96961,                0.86819,                0.92087,                0.68298,                0.91764,                0.39562,                 1.0967,              0.0002872,              0.0002872,              0.0002872
                     74,                0.74228,                0.50857,                 1.0048,                0.96025,                0.89288,                0.92414,                 0.6691,                0.94368,                0.40807,                 1.1108,              0.0002773,              0.0002773,              0.0002773
                     75,                0.73451,                0.51564,                 1.0111,                0.91203,                0.85926,                0.88786,                0.67401,                0.92453,                  0.422,                 1.1238,              0.0002674,              0.0002674,              0.0002674
                     76,                0.73941,                0.50123,                 1.0073,                0.92004,                0.85926,                0.90588,                0.68344,                0.90741,                0.40057,                 1.1057,              0.0002575,              0.0002575,              0.0002575
                     77,                 0.7221,                0.50178,                  1.011,                0.94146,                0.85338,                0.90491,                0.66797,                0.91467,                0.41424,                 1.0976,              0.0002476,              0.0002476,              0.0002476
                     78,                0.69841,                0.49022,                0.98869,                0.93029,                0.85817,                0.91793,                0.66983,                0.92237,                0.40374,                 1.1029,              0.0002377,              0.0002377,              0.0002377
                     79,                0.70448,                0.48771,                0.99861,                0.95954,                0.80907,                0.86467,                0.65433,                0.92059,                 0.3818,                 1.1018,              0.0002278,              0.0002278,              0.0002278
                     80,                0.72281,                0.49553,                  1.006,                0.97434,                0.85011,                0.87564,                  0.658,                0.90627,                0.37838,                 1.0844,              0.0002179,              0.0002179,              0.0002179
                     81,                0.67398,                0.45848,                0.98138,                0.97359,                0.85252,                0.88685,                0.66096,                0.87778,                0.39048,                 1.0774,               0.000208,               0.000208,               0.000208
                     82,                0.70075,                0.50975,                0.99682,                0.92402,                 0.9139,                0.94513,                0.67561,                0.90822,                0.40269,                 1.0859,              0.0001981,              0.0001981,              0.0001981
                     83,                 0.6912,                0.46936,                0.98099,                0.92723,                0.85771,                0.89112,                0.67553,                0.89108,                0.38741,                 1.0788,              0.0001882,              0.0001882,              0.0001882
                     84,                0.71169,                 0.4922,                 0.9972,                0.94943,                0.84987,                0.91356,                0.69792,                0.88847,                0.37291,                 1.0812,              0.0001783,              0.0001783,              0.0001783
                     85,                0.70411,                0.48365,                 1.0019,                0.96628,                0.85433,                0.92512,                0.68484,                0.89649,                0.37127,                 1.0841,              0.0001684,              0.0001684,              0.0001684
                     86,                0.65949,                0.45163,                0.97795,                 0.9172,                0.82593,                0.89799,                0.68016,                0.89909,                0.38744,                 1.0889,              0.0001585,              0.0001585,              0.0001585
                     87,                0.68547,                0.46641,                0.99716,                0.93163,                0.84373,                0.90631,                0.68183,                0.90236,                0.37339,                 1.0842,              0.0001486,              0.0001486,              0.0001486
                     88,                 0.6892,                0.47302,                 0.9868,                0.94847,                0.84654,                 0.9051,                0.67299,                0.90535,                0.37397,                 1.0915,              0.0001387,              0.0001387,              0.0001387
                     89,                0.67934,                0.47313,                0.98521,                0.95731,                0.84255,                0.92239,                0.68743,                0.89914,                0.35597,                 1.0989,              0.0001288,              0.0001288,              0.0001288
                     90,                 0.6994,                0.46842,                0.98726,                0.96763,                0.84067,                0.92006,                0.68578,                0.92252,                0.35154,                 1.1203,              0.0001189,              0.0001189,              0.0001189
                     91,                0.57358,                0.36759,                0.92078,                0.88102,                0.85926,                0.90261,                0.66955,                0.90008,                0.35737,                 1.1149,               0.000109,               0.000109,               0.000109
                     92,                0.56559,                0.36325,                0.92276,                0.96062,                0.83472,                0.87157,                0.67791,                0.90088,                0.36967,                 1.1108,               9.91e-05,               9.91e-05,               9.91e-05
                     93,                 0.5647,                0.35737,                0.91385,                 0.9295,                0.82593,                0.87573,                0.68696,                0.91327,                0.36525,                   1.11,               8.92e-05,               8.92e-05,               8.92e-05
                     94,                0.53837,                0.34295,                0.90741,                 0.9397,                0.82593,                0.89633,                0.68649,                0.93873,                0.37519,                 1.1186,               7.93e-05,               7.93e-05,               7.93e-05
                     95,                0.53927,                0.33193,                0.89936,                 0.9363,                0.85411,                0.89333,                0.69634,                 0.9216,                0.37848,                 1.1021,               6.94e-05,               6.94e-05,               6.94e-05
                     96,                0.54066,                0.34439,                0.91622,                 0.8848,                0.88743,                0.92405,                 0.6947,                0.90554,                0.37929,                 1.0956,               5.95e-05,               5.95e-05,               5.95e-05
                     97,                0.52574,                0.33593,                0.90329,                0.94369,                0.84037,                0.91925,                0.69555,                0.90334,                0.37209,                 1.0988,               4.96e-05,               4.96e-05,               4.96e-05
                     98,                0.52524,                0.32593,                0.89322,                0.92856,                0.82431,                0.88008,                0.69207,                0.89592,                0.36946,                 1.0975,               3.97e-05,               3.97e-05,               3.97e-05
                     99,                0.51074,                 0.3278,                0.89381,                0.94229,                0.83973,                0.87189,                0.68395,                0.91205,                0.36568,                 1.1074,               2.98e-05,               2.98e-05,               2.98e-05
                    100,                0.51698,                0.33456,                0.89525,                0.94747,                0.83944,                0.87854,                0.69219,                0.91577,                0.36795,                 1.1072,               1.99e-05,               1.99e-05,               1.99e-05
